name	LROB1	CCIR1	MVUL	EAND	PECH	CMAT	NNAJ	LEYZ1	LIOC1	COCO1	WPIG	HNIP	HMED1	SBEN	TMUC1	CTEL	NROB1	LLON	PMAX	SNUD1	HCAR1	OXIA1	AVIR1	SYGR1	HINV1	PMEY1	AUJA1	PHRE1	PVOL1	ECRY	HMAN	TSTR1	PELO1	OFUS	MPIT1	MMIN1	RAND1
HOG00058520_67	-	CCIR1.DN11944_c0_g1_i19.p1	-	EAND.evm.TU.Chr03.1890	PECH.PE_Scaf9332_5.1	-	-	-	-	COCO1.DN4390_c0_g1_i4.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_220151	-	-	-	-	-	-	-	-	-	PMEY1.DN3982_c0_g1_i7.p1	-	-	-	-	-	-	-	-	-	-	-
HOG00103646_73	-	-	-	-	-	-	-	LEYZ1.DN8344_c0_g1_i2.p1	-	COCO1.DN10167_c0_g1_i16.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_217237	NROB1.DN13204_c2_g1_i3.p1	LLON.gene_ENSLLNG00015020404	PMAX.gene-LOC117330650	-	HCAR1.DN14219_c0_g1_i2.p1	OXIA1.DN1541_c2_g1_i1.p1	-	SYGR1.DN29996_c0_g1_i2.p1	HINV1.DN44365_c0_g1_i1.p1	-	-	-	PVOL1.DN58889_c0_g1_i1.p1	-	-	-	-	OFUS.gene-OFUS_LOCUS10321	-	MMIN1.DN3776_c0_g1_i4.p1	-
HOG00108019_73	LROB1.DN16821_c0_g1_i15.p1	-	-	-	-	-	-	LEYZ1.DN28958_c0_g1_i6.p1	-	COCO1.DN7378_c0_g1_i1.p1	-	-	-	-	TMUC1.DN13575_c0_g2_i4.p1	CTEL.gene-CAPTEDRAFT_223993	NROB1.DN3440_c0_g3_i1.p1	LLON.gene_ENSLLNG00015002703	-	SNUD1.DN4281_c0_g1_i1.p1	HCAR1.DN11246_c0_g1_i15.p1	OXIA1.DN5784_c0_g1_i3.p1	-	SYGR1.DN37035_c0_g1_i4.p1	HINV1.DN30895_c0_g1_i1.p1	-	AUJA1.DN35274_c0_g1_i2.p1	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5546	-	MMIN1.DN14871_c0_g2_i1.p1	-
HOG00045876_64	-	-	-	-	-	-	-	-	-	COCO1.DN20093_c0_g1_i3.p1, COCO1.DN6421_c0_g2_i2.p1, COCO1.DN49460_c0_g1_i2.p1, COCO1.DN281_c7_g2_i1.p1, COCO1.DN16304_c2_g2_i2.p1	-	-	HMED1.DN33754_c0_g1_i2.p1, HMED1.DN17395_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00104516_73	LROB1.DN3882_c0_g3_i1.p1	-	-	-	-	-	-	LEYZ1.DN6295_c0_g1_i13.p1	-	COCO1.DN10340_c0_g1_i6.p1	-	-	-	-	TMUC1.DN9594_c0_g1_i3.p1, TMUC1.DN7942_c0_g1_i3.p1	CTEL.gene-CAPTEDRAFT_100199	NROB1.DN5001_c0_g1_i4.p1	LLON.gene_ENSLLNG00015023311	PMAX.gene-LOC117328922	SNUD1.DN6496_c0_g2_i1.p1	HCAR1.DN7923_c1_g1_i2.p1	OXIA1.DN9998_c0_g1_i1.p1	AVIR1.DN71083_c0_g1_i1.p1, AVIR1.DN2557_c0_g1_i2.p1	SYGR1.DN6048_c1_g1_i3.p1	HINV1.DN33110_c0_g1_i1.p1	-	AUJA1.DN5483_c0_g1_i2.p1	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS5023	-	-	-
HOG00044553_64	-	-	-	-	-	-	NNAJ.FUN_012529	-	-	COCO1.DN35379_c0_g1_i3.p4, COCO1.DN23530_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN10737_c0_g1_i5.p1
HOG00101522_73	LROB1.DN3721_c0_g1_i4.p1	CCIR1.DN16474_c0_g1_i5.p1	-	-	PECH.PE_Scaf9099_2.2	-	-	LEYZ1.DN4496_c0_g1_i5.p1	LIOC1.DN14389_c0_g3_i1.p1	COCO1.DN9447_c0_g1_i4.p1	-	-	-	SBEN.Sbene_G05598	TMUC1.DN1146_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_169681	NROB1.DN2885_c0_g1_i2.p1	LLON.gene_ENSLLNG00015013841	PMAX.gene-LOC117324101	SNUD1.DN3074_c0_g1_i1.p1	HCAR1.DN12530_c0_g1_i1.p1	OXIA1.DN6576_c0_g1_i4.p1	AVIR1.DN1842_c0_g1_i2.p1, AVIR1.DN98054_c0_g1_i1.p1	SYGR1.DN7436_c0_g1_i9.p1	HINV1.DN2618_c3_g1_i4.p1	PMEY1.DN7195_c0_g1_i11.p1	-	-	-	-	-	-	-	-	MPIT1.DN111_c0_g1_i7.p1	MMIN1.DN635_c0_g1_i14.p1	RAND1.DN3981_c0_g1_i4.p1, RAND1.DN22954_c0_g2_i1.p1
HOG00046381_64	-	-	-	-	-	-	-	-	-	COCO1.DN38384_c0_g1_i5.p1, COCO1.DN9229_c1_g3_i1.p2, COCO1.DN12262_c0_g1_i7.p2, COCO1.DN25642_c0_g1_i2.p1	-	-	HMED1.DN34365_c0_g2_i2.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00044534_64	-	-	-	-	-	-	-	-	-	COCO1.DN3607_c4_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HINV1.DN30153_c0_g1_i1.p1	PMEY1.DN497_c0_g2_i2.p1, PMEY1.DN5961_c0_g1_i27.p1	-	-	-	-	-	-	-	-	-	-	RAND1.DN61370_c0_g1_i1.p1
HOG00103995_73	LROB1.DN13875_c0_g2_i2.p1	-	-	-	-	-	-	-	-	COCO1.DN51663_c0_g1_i1.p1	-	-	-	-	-	-	-	LLON.gene_ENSLLNG00015020370	PMAX.gene-LOC117336048	SNUD1.DN10503_c0_g1_i2.p1	HCAR1.DN14507_c0_g1_i2.p1	-	-	SYGR1.DN5124_c0_g1_i15.p1	-	PMEY1.DN906_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	MMIN1.DN2833_c0_g1_i10.p1	-
HOG00044774_64	-	-	-	-	-	-	-	-	-	COCO1.DN34_c6_g1_i1.p1, COCO1.DN22534_c0_g1_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PMEY1.DN6352_c0_g1_i2.p1	-	-	-	ECRY.ECRY_007348	-	-	-	-	-	-	-
HOG00082214_70	-	-	-	-	-	-	-	-	-	COCO1.DN77466_c0_g1_i15.p1	-	-	-	-	-	-	NROB1.DN23992_c0_g1_i1.p1	-	-	-	-	OXIA1.DN17662_c0_g1_i1.p1	-	-	HINV1.DN1817_c0_g1_i1.p1	-	-	-	PVOL1.DN11260_c0_g1_i1.p1	-	-	TSTR1.DN43255_c0_g1_i2.p1	-	-	-	MMIN1.DN64536_c0_g1_i4.p1	-
HOG00075122_69	LROB1.DN84625_c0_g1_i1.p1, LROB1.DN16389_c0_g1_i7.p1	CCIR1.DN9615_c0_g2_i1.p1, CCIR1.DN16243_c0_g2_i4.p1, CCIR1.DN9615_c0_g1_i1.p1	MVUL.evm.TU.MV020007290, MVUL.evm.TU.MV020007200, MVUL.evm.TU.MV020007180, MVUL.evm.TU.MV024004110	-	-	-	-	-	-	COCO1.DN172533_c0_g1_i1.p1, COCO1.DN27887_c0_g1_i2.p1	-	-	-	-	TMUC1.DN3967_c0_g1_i1.p1, TMUC1.DN13601_c0_g1_i4.p1	CTEL.gene-CAPTEDRAFT_196716, CTEL.gene-CAPTEDRAFT_190519, CTEL.gene-CAPTEDRAFT_223886, CTEL.gene-CAPTEDRAFT_228528, CTEL.gene-CAPTEDRAFT_223943, CTEL.gene-CAPTEDRAFT_223944, CTEL.gene-CAPTEDRAFT_225256	NROB1.DN56047_c0_g1_i1.p1, NROB1.DN540_c0_g1_i1.p1, NROB1.DN3811_c0_g1_i2.p1, NROB1.DN11297_c0_g1_i1.p1, NROB1.DN540_c0_g2_i1.p1, NROB1.DN919_c0_g1_i16.p1, NROB1.DN1832_c0_g1_i1.p1, NROB1.DN14380_c0_g1_i7.p1, NROB1.DN63684_c0_g1_i1.p1, NROB1.DN392_c0_g1_i1.p1, NROB1.DN7619_c0_g1_i4.p1	-	-	SNUD1.DN27959_c0_g1_i2.p1, SNUD1.DN89113_c0_g1_i1.p1	HCAR1.DN166363_c0_g1_i1.p1, HCAR1.DN12680_c0_g1_i1.p1, HCAR1.DN12627_c2_g1_i1.p1, HCAR1.DN6924_c0_g1_i2.p1, HCAR1.DN1691_c0_g1_i8.p1, HCAR1.DN21142_c0_g1_i2.p1	-	-	-	HINV1.DN2_c0_g3_i1.p1, HINV1.DN251_c0_g1_i1.p1, HINV1.DN426_c0_g1_i1.p1, HINV1.DN25777_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00093299_71	LROB1.DN1742_c0_g3_i1.p1	CCIR1.DN3700_c0_g1_i10.p1	-	-	-	-	-	-	-	COCO1.DN4493_c0_g1_i16.p1	-	-	-	-	TMUC1.DN8734_c0_g1_i2.p1	-	NROB1.DN541_c0_g1_i3.p1	-	-	SNUD1.DN3622_c0_g1_i6.p1	HCAR1.DN12181_c0_g1_i4.p1	-	-	-	HINV1.DN2794_c0_g2_i3.p1	-	-	PHRE1.DN2867_c0_g1_i5.p1	-	-	-	-	-	OFUS.gene-OFUS_LOCUS15265	-	MMIN1.DN9921_c0_g1_i1.p1	-
HOG00046028_64	-	-	-	-	-	-	-	-	-	COCO1.DN61382_c0_g1_i1.p1, COCO1.DN28333_c0_g1_i4.p1, COCO1.DN20649_c0_g2_i3.p1, COCO1.DN32521_c0_g1_i2.p1	-	-	HMED1.DN45877_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00088581_71	-	-	-	-	-	-	-	-	-	COCO1.DN174440_c0_g1_i1.p1	-	-	-	-	TMUC1.DN17959_c0_g1_i1.p1, TMUC1.DN23243_c0_g3_i1.p1	-	NROB1.DN60218_c0_g1_i1.p1	-	-	-	-	-	-	SYGR1.DN61407_c0_g1_i1.p1	-	-	AUJA1.DN7242_c0_g2_i1.p1	-	-	-	-	-	-	-	MPIT1.DN54674_c0_g1_i1.p1, MPIT1.DN70039_c0_g2_i1.p1	-	-
HOG00074093_69	-	CCIR1.DN10200_c0_g1_i1.p1	-	-	-	-	-	-	LIOC1.DN7246_c0_g2_i9.p1	COCO1.DN10184_c0_g1_i2.p1	-	-	-	SBEN.Sbene_G11760	TMUC1.DN6987_c0_g1_i10.p1	CTEL.gene-CAPTEDRAFT_176781	NROB1.DN1786_c0_g1_i7.p1	-	-	SNUD1.DN606_c1_g1_i1.p1	-	-	AVIR1.DN3182_c0_g1_i9.p1, AVIR1.DN3182_c0_g2_i3.p1	SYGR1.DN31893_c0_g1_i6.p1	HINV1.DN2038_c0_g1_i3.p1	-	-	-	PVOL1.DN891_c0_g2_i1.p1	-	-	-	-	-	-	-	-
HOG00051213_65	-	-	-	-	-	-	-	-	-	COCO1.DN17843_c0_g1_i1.p1, COCO1.DN195418_c0_g1_i1.p1, COCO1.DN16950_c0_g1_i10.p1, COCO1.DN2387_c0_g1_i4.p1, COCO1.DN1578_c3_g1_i5.p1	-	-	HMED1.DN136208_c0_g1_i1.p1	-	-	CTEL.gene-CAPTEDRAFT_95989, CTEL.gene-CAPTEDRAFT_153777, CTEL.gene-CAPTEDRAFT_182406, CTEL.gene-CAPTEDRAFT_208054, CTEL.gene-CAPTEDRAFT_179702, CTEL.gene-CAPTEDRAFT_109345, CTEL.gene-CAPTEDRAFT_125641, CTEL.gene-CAPTEDRAFT_21969	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00086178_71	-	CCIR1.DN10328_c0_g1_i4.p1	MVUL.evm.TU.MV023002180	-	-	-	-	-	LIOC1.DN54338_c0_g1_i3.p1	-	-	-	-	-	-	-	NROB1.DN40642_c0_g1_i1.p1	-	-	SNUD1.DN10488_c0_g1_i6.p1	HCAR1.DN9463_c1_g1_i1.p1	-	-	SYGR1.DN25940_c0_g1_i2.p1	HINV1.DN19321_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	MPIT1.DN6881_c0_g1_i1.p1	MMIN1.DN12953_c0_g1_i2.p1	RAND1.DN23890_c0_g2_i2.p1, RAND1.DN23890_c0_g3_i1.p1
HOG00102343_73	LROB1.DN5606_c0_g1_i6.p1	CCIR1.DN22440_c0_g1_i3.p1	-	-	-	-	-	LEYZ1.DN7157_c0_g1_i1.p1	LIOC1.DN1271_c0_g1_i3.p1	-	-	HNIP.evm.TU.Unplaced2.647	-	SBEN.Sbene_G05738	-	CTEL.gene-CAPTEDRAFT_224895	NROB1.DN5076_c0_g1_i7.p1	LLON.gene_ENSLLNG00015016562, LLON.gene_ENSLLNG00015010207	PMAX.gene-LOC117344369, PMAX.gene-LOC117343185	SNUD1.DN39539_c2_g1_i1.p1	HCAR1.DN4522_c0_g1_i38.p1	OXIA1.DN31150_c2_g1_i1.p1	AVIR1.DN11075_c0_g1_i7.p1	SYGR1.DN3435_c0_g1_i3.p1	HINV1.DN3840_c0_g3_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS14764	-	-	-
HOG00088023_71	LROB1.DN34491_c0_g2_i1.p2	-	-	-	-	-	-	-	-	-	-	-	HMED1.DN85875_c0_g1_i1.p1, HMED1.DN35140_c2_g1_i1.p1	-	TMUC1.DN64947_c0_g1_i1.p1	-	NROB1.DN14459_c0_g3_i1.p1	-	-	-	-	-	AVIR1.DN110095_c0_g1_i1.p1, AVIR1.DN113360_c0_g1_i1.p1	-	-	-	-	-	PVOL1.DN66148_c0_g1_i1.p1, PVOL1.DN14150_c0_g1_i1.p1	-	-	-	-	-	MPIT1.DN53679_c0_g1_i1.p1	-	-
HOG00093280_71	-	CCIR1.DN13456_c0_g1_i6.p1	-	EAND.evm.TU.Chr02.2085	PECH.PE_Scaf6413_4.6	-	-	-	-	COCO1.DN2311_c0_g1_i3.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_221935	NROB1.DN4891_c0_g1_i9.p1	-	-	-	HCAR1.DN12406_c0_g1_i2.p1	OXIA1.DN5687_c0_g1_i10.p1	AVIR1.DN36157_c0_g1_i1.p1	SYGR1.DN8875_c0_g1_i4.p1	HINV1.DN452_c1_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS14499	-	MMIN1.DN5921_c0_g1_i24.p1	-
HOG00064222_68	LROB1.DN218_c0_g1_i1.p1	CCIR1.DN82143_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN31707_c0_g3_i1.p2	-	-	-	-	-	AVIR1.DN82457_c0_g1_i1.p1	SYGR1.DN138180_c0_g1_i2.p1	-	-	-	PHRE1.DN17448_c0_g1_i1.p2	-	-	-	TSTR1.DN47842_c0_g1_i1.p1	-	-	-	-	-
HOG00081020_70	LROB1.DN10841_c0_g1_i2.p1, LROB1.DN4027_c0_g2_i2.p1	CCIR1.DN5191_c0_g1_i2.p1, CCIR1.DN13481_c0_g1_i3.p1	-	-	PECH.PE_Scaf1189_0.6	-	-	LEYZ1.DN15338_c0_g1_i2.p1, LEYZ1.DN17102_c0_g1_i1.p1	LIOC1.DN2493_c0_g1_i3.p1	COCO1.DN6718_c0_g1_i15.p1, COCO1.DN7765_c0_g1_i5.p1, COCO1.DN76956_c0_g1_i20.p1	-	-	-	SBEN.Sbene_G14558, SBEN.Sbene_G21426	TMUC1.DN15728_c0_g1_i2.p1, TMUC1.DN18826_c0_g1_i3.p1	CTEL.gene-CAPTEDRAFT_115714, CTEL.gene-CAPTEDRAFT_177468	NROB1.DN2095_c0_g1_i1.p1	-	-	SNUD1.DN6895_c0_g1_i28.p1	HCAR1.DN2331_c0_g1_i5.p1	OXIA1.DN20657_c0_g1_i21.p1, OXIA1.DN4505_c0_g1_i1.p1	AVIR1.DN18913_c1_g1_i1.p1	SYGR1.DN4370_c0_g1_i5.p1	HINV1.DN5835_c0_g1_i4.p1, HINV1.DN14921_c1_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	MMIN1.DN25576_c1_g1_i4.p2	RAND1.DN22821_c0_g1_i1.p1
HOG00045092_64	-	-	-	-	-	-	-	-	-	COCO1.DN4327_c0_g1_i11.p1, COCO1.DN3219_c2_g1_i3.p1, COCO1.DN33972_c0_g2_i1.p1, COCO1.DN72983_c2_g1_i1.p1, COCO1.DN33972_c0_g1_i3.p1	-	-	-	-	-	-	NROB1.DN29554_c0_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN5798_c0_g1_i1.p1	-	-	-	PVOL1.DN29302_c0_g1_i2.p1	-	-	-	-	-	-	-	-
HOG00065841_68	-	CCIR1.DN25270_c1_g1_i2.p1	-	-	-	-	-	-	-	COCO1.DN32226_c0_g1_i35.p1	-	-	HMED1.DN133188_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	AVIR1.DN22053_c0_g1_i1.p1, AVIR1.DN31808_c0_g1_i1.p1	-	HINV1.DN98_c0_g3_i1.p1	-	-	PHRE1.DN9161_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-
HOG00068567_68	-	CCIR1.DN16226_c0_g1_i2.p1, CCIR1.DN74131_c0_g1_i1.p1	-	-	-	-	-	-	-	COCO1.DN16877_c0_g1_i1.p1	-	-	HMED1.DN80422_c0_g1_i1.p1	-	-	-	NROB1.DN38756_c0_g2_i1.p1, NROB1.DN30052_c0_g1_i1.p1	-	-	-	-	-	-	SYGR1.DN17959_c1_g2_i1.p1	HINV1.DN20638_c0_g1_i1.p1, HINV1.DN22223_c0_g1_i1.p1, HINV1.DN21687_c0_g1_i1.p1, HINV1.DN37012_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN31741_c0_g1_i1.p1
HOG00105356_73	-	CCIR1.DN1016_c0_g1_i14.p1	MVUL.evm.TU.MV004001220	EAND.evm.TU.Chr05.1319	-	-	-	LEYZ1.DN8383_c0_g4_i1.p1	LIOC1.DN3750_c0_g1_i1.p1	COCO1.DN3270_c0_g5_i1.p1	-	-	-	-	-	CTEL.gene-CAPTEDRAFT_224450	NROB1.DN3855_c1_g1_i1.p1	LLON.gene_ENSLLNG00015002876	PMAX.gene-LOC117338641	SNUD1.DN667_c1_g1_i4.p1	HCAR1.DN13593_c0_g1_i14.p1	-	AVIR1.DN796_c0_g2_i11.p1	SYGR1.DN2589_c0_g2_i7.p1	HINV1.DN35794_c0_g1_i1.p1	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS6960	MPIT1.DN36632_c0_g1_i1.p1	MMIN1.DN1760_c0_g1_i6.p1	-
HOG00048287_64	-	-	-	-	-	CMAT.FUN_012388	-	-	-	-	-	-	HMED1.DN14947_c0_g1_i2.p1, HMED1.DN6316_c0_g2_i1.p1	-	-	-	NROB1.DN20987_c0_g2_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HOG00093597_71	-	CCIR1.DN10546_c0_g5_i1.p1	-	-	-	-	-	LEYZ1.DN31649_c0_g1_i1.p1	LIOC1.DN3922_c0_g1_i6.p1	COCO1.DN309_c1_g1_i56.p1	-	-	-	-	TMUC1.DN9022_c1_g2_i1.p1	CTEL.gene-CAPTEDRAFT_222006	-	-	-	SNUD1.DN1639_c0_g1_i10.p1	-	-	AVIR1.DN6848_c0_g1_i1.p1	-	HINV1.DN6704_c0_g1_i8.p1	PMEY1.DN12532_c0_g1_i8.p1	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS22658	-	-	-
HOG00104791_73	LROB1.DN19936_c0_g3_i2.p1	CCIR1.DN7223_c0_g1_i13.p1	-	-	-	-	-	LEYZ1.DN2144_c0_g4_i1.p1	LIOC1.DN6797_c0_g1_i22.p1	COCO1.DN2815_c0_g1_i5.p1	-	-	HMED1.DN42794_c0_g2_i1.p1	SBEN.Sbene_G16417	TMUC1.DN21683_c0_g1_i3.p1	-	NROB1.DN67743_c0_g1_i1.p1	LLON.gene_ENSLLNG00015000454	PMAX.gene-LOC117341975	SNUD1.DN1795_c0_g2_i6.p1	HCAR1.DN21547_c1_g1_i4.p1	OXIA1.DN2625_c0_g3_i1.p1	AVIR1.DN5048_c0_g1_i9.p1	SYGR1.DN5645_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS7537	-	MMIN1.DN9474_c0_g1_i11.p1	-
HOG00093374_71	-	CCIR1.DN3235_c0_g1_i15.p1	-	-	-	-	-	-	LIOC1.DN4206_c2_g1_i2.p1	COCO1.DN42590_c0_g1_i2.p1	-	-	-	SBEN.Sbene_G16387	-	CTEL.gene-CAPTEDRAFT_152338	NROB1.DN5095_c0_g1_i2.p1	-	-	SNUD1.DN17406_c1_g1_i2.p1	HCAR1.DN27000_c0_g1_i4.p1	-	AVIR1.DN6154_c0_g1_i3.p1	SYGR1.DN6367_c0_g1_i2.p1	-	-	-	-	-	-	-	-	-	OFUS.gene-OFUS_LOCUS13219	-	-	RAND1.DN34158_c0_g1_i1.p1
HOG00044551_64	-	-	-	-	-	-	-	-	-	COCO1.DN3099_c0_g2_i1.p2	-	-	HMED1.DN26553_c4_g1_i1.p2, HMED1.DN11594_c1_g1_i2.p2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN9414_c0_g3_i1.p1, RAND1.DN9414_c0_g7_i1.p1
HOG00082192_70	LROB1.DN89366_c0_g1_i1.p1	CCIR1.DN109992_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	HMED1.DN5961_c0_g3_i1.p1	-	-	-	NROB1.DN50182_c0_g1_i1.p1	-	-	-	-	OXIA1.DN51689_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	PELO1.DN44858_c0_g1_i1.p1	-	-	MMIN1.DN36953_c0_g1_i1.p1	-
HOG00056162_67	LROB1.DN17103_c0_g1_i29.p1	CCIR1.DN20562_c0_g1_i3.p1, CCIR1.DN8015_c0_g1_i1.p1, CCIR1.DN15889_c0_g2_i1.p1, CCIR1.DN15889_c0_g1_i3.p1, CCIR1.DN1583_c0_g1_i11.p1, CCIR1.DN8015_c0_g2_i3.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN30188_c0_g1_i1.p1, NROB1.DN11937_c0_g1_i1.p1, NROB1.DN24904_c0_g1_i1.p1, NROB1.DN7035_c0_g1_i1.p1, NROB1.DN1745_c0_g1_i5.p1	-	-	-	-	-	-	-	-	-	-	PHRE1.DN9516_c0_g1_i1.p1	-	-	-	TSTR1.DN3013_c0_g1_i2.p1	-	-	-	-	-
HOG00047675_64	-	-	-	-	-	CMAT.FUN_025199	NNAJ.FUN_027641	-	-	-	-	-	-	-	-	-	NROB1.DN4163_c0_g1_i1.p1	-	-	-	-	-	-	-	HINV1.DN42958_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00097349_72	-	-	MVUL.evm.TU.MV031003100	EAND.evm.TU.Chr04.2389	PECH.PE_Scaf10594_9.5	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN4128_c0_g1_i3.p1	-	PMAX.gene-LOC117338910, PMAX.gene-LOC117336677, PMAX.gene-LOC117316227, PMAX.gene-LOC117338871, PMAX.gene-LOC117332361, PMAX.gene-LOC117338870	-	HCAR1.DN8889_c0_g1_i4.p1	-	-	SYGR1.DN44621_c1_g1_i2.p1	-	-	-	-	-	-	-	-	-	-	-	MMIN1.DN29665_c0_g1_i1.p1	-
HOG00092975_71	LROB1.DN9454_c0_g1_i7.p1	CCIR1.DN50950_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN13163_c0_g1_i1.p1, NROB1.DN14098_c0_g1_i4.p1	-	-	-	-	-	-	SYGR1.DN891_c0_g1_i1.p1, SYGR1.DN891_c0_g2_i4.p1	-	-	-	-	-	-	-	TSTR1.DN3932_c0_g2_i1.p1	-	OFUS.gene-OFUS_LOCUS17133	-	MMIN1.DN6985_c0_g1_i2.p1, MMIN1.DN4805_c0_g1_i7.p1, MMIN1.DN65654_c0_g1_i3.p1, MMIN1.DN4825_c0_g1_i9.p1	-
HOG00046218_64	-	-	-	-	-	-	-	-	-	COCO1.DN846_c0_g1_i3.p1	-	-	HMED1.DN63017_c0_g1_i1.p1	-	-	-	NROB1.DN3596_c0_g1_i2.p1	-	-	-	-	-	-	-	HINV1.DN5953_c0_g1_i4.p1	-	-	-	-	-	-	-	-	-	-	-	-
HOG00105214_73	LROB1.DN2152_c0_g4_i2.p1	-	-	EAND.evm.TU.Chr02.311	-	-	-	LEYZ1.DN29006_c0_g1_i1.p1	-	-	-	-	-	-	TMUC1.DN51461_c0_g2_i1.p1	CTEL.gene-CAPTEDRAFT_178444	NROB1.DN11139_c0_g1_i1.p1	LLON.gene_ENSLLNG00015003694	PMAX.gene-LOC117329848	SNUD1.DN58167_c0_g1_i1.p1	-	-	-	SYGR1.DN40002_c0_g2_i2.p1	HINV1.DN47661_c0_g1_i1.p1	-	-	-	-	-	-	TSTR1.DN3022_c0_g2_i2.p1	-	-	-	-	-
HOG00080236_70	LROB1.DN27748_c0_g1_i1.p1, LROB1.DN17627_c0_g1_i1.p1	-	-	-	-	-	-	-	-	COCO1.DN19976_c0_g1_i1.p1, COCO1.DN47101_c0_g1_i2.p1, COCO1.DN10461_c0_g1_i7.p1, COCO1.DN8274_c0_g1_i4.p1, COCO1.DN15495_c0_g1_i3.p1, COCO1.DN35362_c0_g1_i5.p1	-	-	-	SBEN.Sbene_G09130, SBEN.Sbene_G12338, SBEN.Sbene_G07939	-	-	NROB1.DN13122_c0_g2_i1.p1, NROB1.DN31588_c0_g1_i1.p1, NROB1.DN30388_c0_g2_i1.p1	-	-	SNUD1.DN119289_c0_g1_i1.p1, SNUD1.DN106876_c0_g1_i1.p1, SNUD1.DN141204_c0_g1_i1.p1	-	OXIA1.DN1184_c2_g1_i1.p1, OXIA1.DN16837_c0_g1_i1.p1	AVIR1.DN310_c4_g3_i1.p1, AVIR1.DN15239_c0_g1_i1.p1	SYGR1.DN51225_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	MMIN1.DN60370_c0_g1_i1.p1, MMIN1.DN62749_c0_g1_i1.p1, MMIN1.DN85205_c0_g1_i1.p1	RAND1.DN29449_c0_g1_i1.p1
HOG00081615_70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NROB1.DN26729_c0_g2_i2.p1	-	-	-	HCAR1.DN32606_c0_g1_i1.p1, HCAR1.DN15846_c0_g1_i4.p1, HCAR1.DN745_c24_g1_i1.p1, HCAR1.DN11524_c2_g1_i4.p1	-	-	-	-	-	-	-	PVOL1.DN30536_c0_g3_i2.p1	-	-	-	-	-	-	MMIN1.DN16243_c0_g1_i4.p1, MMIN1.DN16970_c0_g1_i15.p1	-
HOG00062108_68	LROB1.DN12820_c0_g1_i1.p1	CCIR1.DN3715_c0_g1_i3.p1	-	-	PECH.PE_Scaf9736_5.6	-	-	-	-	COCO1.DN2731_c0_g1_i7.p1	-	-	-	-	TMUC1.DN21523_c0_g1_i1.p1	CTEL.gene-CAPTEDRAFT_138143	-	-	-	-	-	OXIA1.DN3876_c0_g1_i18.p1	-	-	HINV1.DN1922_c0_g1_i1.p1	-	-	-	-	-	-	-	-	-	-	-	RAND1.DN46252_c0_g1_i1.p1
